method,layer,head,mean_logit_mse,sink_mse,local_mse,long_mse,top1_match_rate,mean_attention_kl,mean_attention_l1,mean_margin_drop,query_count,logit_count
fireq,8,30,9.217692588869573,2.5925997245758774,7.875303410733451,9.203425807936593,1.0,0.02088460940180752,0.04346223898869539,0.1233639121055603,32,295552
fireq,15,5,9.084533457681513,1.7813176014903,6.9154100441053,9.088910116254858,0.84375,0.3230973546772127,0.3561548751247017,0.39070647954940796,32,295552
fireq,17,29,8.873596419162624,1.515832410885203,7.032648988244969,8.876512493043418,0.96875,0.05516650497355258,0.05153472650385993,-0.13679951429367065,32,295552
fireq,14,25,8.591491757782912,1.5885961715032044,6.187712089771559,8.609457125556526,0.96875,0.0056165217846320115,0.02589270145044531,0.0011960268020629883,32,295552
fireq,16,26,8.566508682639435,0.7705096117354702,7.192794160324144,8.599318819944587,0.9375,0.0001006810977557393,0.0012097359253857576,-0.02400869131088257,32,295552
fireq,14,11,8.042799560103393,1.7752585207039993,4.933234886075782,8.073710890329362,0.875,0.0709856752870166,0.1523737899351545,0.3654376119375229,32,295552
fireq,15,29,8.03823803326325,1.2871995500816555,5.025018781795492,8.11264024707893,1.0,0.014355543856429342,0.036162892886807185,-0.006702601909637451,32,295552
fireq,16,8,8.004232030335862,1.3383206640180596,7.060204030009521,8.014094393605559,0.90625,0.1601189102456002,0.19112350234974107,-0.26738542318344116,32,295552
fireq,14,9,8.000005229476452,2.0050398921713803,4.203579542056794,8.020388198448591,0.90625,0.10110103617562094,0.13992695929664478,-0.1558816060423851,32,295552
fireq,14,19,7.974962835654896,1.2205700836015476,6.916060579903283,7.975318041290275,0.9375,0.056752387507412516,0.11443826214713226,0.19199705123901367,32,295552
fireq,15,2,7.9528423048094155,1.2904166134648276,7.4190499856299965,7.962137282990744,0.96875,0.038576788785738,0.04349032401679098,-0.14254724979400635,32,295552
fireq,15,21,7.831447958092644,1.2785123204435007,6.418517778141952,7.885770688815705,0.9375,0.06937875450881492,0.09504657365505409,0.19608467817306519,32,295552
fireq,15,23,7.72403784175233,1.1569254062062408,7.318604467362893,7.749352462686028,0.875,0.16927062458919284,0.13566731963334178,-0.3566480875015259,32,295552
fireq,16,25,7.691301343971909,0.9733007353711837,6.2436245949782245,7.734644678790719,0.9375,0.030137998791166964,0.06576273738937743,0.1534823179244995,32,295552
fireq,17,25,7.542316666614497,0.8853479363732113,5.217172720447805,7.578620312541698,1.0,0.012841130256575184,0.02782802201954837,-0.06988173723220825,32,295552
fireq,10,29,7.391328561716382,0.7452760632025384,6.075940583881579,7.474941431963644,0.9375,0.043729525843875905,0.05226843968830508,0.0003129243850708008,32,295552
fireq,16,27,7.234327399977849,0.7563741126696277,5.216169256164136,7.294800298980183,0.9375,0.04201102766486908,0.06060998183843935,-0.018502473831176758,32,295552
fireq,11,12,7.23098119066866,0.9092894843113609,9.13201442039084,7.231748903764811,0.84375,0.07119462097386986,0.0818605227639182,-0.16485381126403809,32,295552
